time,P,Ta,Tamin,Tamax,RH,d2hP,lai_0,lai_1,lai_2,lai_3,PET
2017-01-01,0.0003,274.15,271.95,276.15,0.885,-60.20841519,0.7253531598513011,0.6272727272727272,0.6577472118959108,0.5,0.0005034896450234343
2017-01-02,0.0008,272.95,271.75,274.45,0.8835714285714286,-71.72186627,0.6559851301115242,0.6187499999999999,0.6073145910780668,0.49375,0.0004478505350041392
2017-01-03,0.005900000000000001,274.45,272.25,275.65,0.8814285714285713,-63.60764694,0.5866171003717472,0.6102272727272726,0.556881970260223,0.4875,0.0007152869437281628
2017-01-04,0.0026,274.95,271.95,277.45,0.8814285714285713,-59.27227378,0.5172490706319702,0.6017045454545454,0.5064493494423792,0.48125,0.000720845657266893
2017-01-05,0.0001,269.34999999999997,265.15,271.95,0.8764285714285713,-89.59805556,0.4478810408921932,0.5931818181818181,0.45601672862453524,0.475,0.0005285391941708031
2017-01-06,0.0,266.45,263.45,270.75,0.8664285714285714,-98.82378556,0.3785130111524163,0.5846590909090909,0.4055841078066914,0.46875,0.0003177552674690252
2017-01-07,0.0018,266.65,265.25,268.25,0.8614285714285714,-98.82378556,0.3091449814126393,0.5761363636363637,0.3551514869888475,0.4625,0.0003357780341745537
2017-01-08,0.0002,269.25,268.25,269.95,0.86,-88.48822816,0.2397769516728624,0.5676136363636364,0.30471886617100363,0.45625,0.00027156007544314675
2017-01-09,0.0,270.54999999999995,269.65,271.54999999999995,0.87,-88.41013871,0.1704089219330854,0.5590909090909091,0.2542862453531598,0.45,0.0002952152407882004
2017-01-10,0.0,270.04999999999995,264.84999999999997,273.34999999999997,0.8757142857142857,-88.41013871,0.1677323420074349,0.5157954545454545,0.24616263940520441,0.4291666666666667,0.0005630835442995949
2017-01-11,0.004,268.34999999999997,263.15,275.65,0.8685714285714287,-88.41013871,0.1650557620817843,0.4725,0.238039033457249,0.4083333333333333,0.0003148195305322953
2017-01-12,0.0011,275.84999999999997,274.04999999999995,277.34999999999997,0.8592857142857143,-74.67409811,0.1623791821561338,0.4292045454545454,0.22991542750929367,0.3875,0.0007274570451059741
2017-01-13,0.0019,274.45,272.84999999999997,276.75,0.8578571428571429,-65.98087606,0.1597026022304832,0.3859090909090908,0.22179182156133823,0.3666666666666667,0.0005767464360342369
2017-01-14,0.0005,272.75,270.95,273.75,0.865,-76.63597667,0.1570260223048327,0.3426136363636363,0.2136682156133829,0.3458333333333334,0.0005110177306596479
2017-01-15,0.0018,273.04999999999995,272.25,273.45,0.8807142857142857,-71.28953086,0.1543494423791821,0.2993181818181818,0.20554460966542748,0.325,0.0004346815781737038
2017-01-16,0.0,271.04999999999995,267.84999999999997,272.75,0.8785714285714286,-73.74760557,0.1516728624535316,0.2560227272727272,0.19742100371747212,0.3041666666666667,0.00047034011253398975
2017-01-17,0.0,269.75,265.95,275.15,0.875,-73.74760557,0.148996282527881,0.2127272727272727,0.1892973977695167,0.2833333333333334,0.00039203912706211523
2017-01-18,0.0,269.04999999999995,268.25,269.65,0.8785714285714286,-73.74760557,0.1801115241635688,0.2286647727272727,0.23170306691449818,0.3520833333333334,0.00025759024138878394
2017-01-19,0.0,268.25,266.45,269.45,0.885,-73.74760557,0.2112267657992565,0.2446022727272727,0.27410873605947955,0.4208333333333334,0.00033073400499951394
2017-01-20,0.0001,271.54999999999995,269.25,273.25,0.89,-73.74760557,0.2423420074349442,0.2605397727272727,0.3165144052044609,0.4895833333333333,0.0004346182103012667
2017-01-21,0.0,273.45,272.84999999999997,274.04999999999995,0.9021428571428572,-91.17462804,0.2734572490706319,0.2764772727272727,0.35892007434944234,0.5583333333333333,0.00028915363148208017
2017-01-22,0.0,271.95,267.84999999999997,273.95,0.9014285714285714,-91.17462804,0.3045724907063197,0.2924147727272727,0.4013257434944238,0.6270833333333334,0.0005764137148082395
2017-01-23,0.0,267.65,264.84999999999997,269.84999999999997,0.9,-91.17462804,0.3356877323420074,0.3083522727272727,0.4437314126394052,0.6958333333333334,0.00036996636050709895
2017-01-24,0.0,271.04999999999995,269.84999999999997,272.34999999999997,0.9135714285714286,-67.86802887,0.3668029739776951,0.3242897727272727,0.4861370817843866,0.7645833333333334,0.000320234833608652
2017-01-25,0.0,272.75,272.25,273.25,0.9271428571428573,-69.72733129,0.3979182156133828,0.3402272727272727,0.528542750929368,0.8333333333333335,0.00024088904436515463
2017-01-26,0.0,272.65,270.34999999999997,274.75,0.9328571428571428,-76.26564215,0.3906691449814126,0.3447443181818181,0.5178434014869888,0.8145833333333334,0.00040808843598873646
2017-01-27,0.0,271.25,267.15,276.54999999999995,0.9192857142857145,-76.26564215,0.3834200743494423,0.3492613636363636,0.5071440520446096,0.7958333333333334,0.0004001712144799159
2017-01-28,0.0,269.25,266.75,272.84999999999997,0.9085714285714286,-76.26564215,0.3761710037174721,0.3537784090909091,0.49644470260223045,0.7770833333333335,0.0003573751806617329
2017-01-29,0.0,272.04999999999995,267.04999999999995,279.75,0.8971428571428571,-76.26564215,0.3689219330855018,0.3582954545454545,0.48574535315985123,0.7583333333333334,0.0004098018503367457
2017-01-30,0.005900000000000001,272.25,269.25,275.04999999999995,0.8914285714285713,-76.26564215,0.3616728624535316,0.3628125,0.4750460037174721,0.7395833333333334,0.0005430741290720709
2017-01-31,0.0,272.15,271.54999999999995,272.65,0.8935714285714286,-89.74220139,0.3544237918215613,0.3673295454545455,0.4643466542750929,0.7208333333333334,0.0003244699926239639
2017-02-01,0.0,271.95,268.34999999999997,273.75,0.8921428571428571,-70.96611774,0.3471747211895911,0.3718465909090909,0.45364730483271376,0.7020833333333334,0.0005752740325358012
2017-02-02,0.0,270.65,266.95,273.54999999999995,0.8935714285714286,-70.96611774,0.3399256505576208,0.3763636363636364,0.44294795539033455,0.6833333333333333,0.0005537240956677721
2017-02-03,0.0021000000000000003,273.84999999999997,271.95,275.75,0.8992857142857144,-70.96611774,0.3430483271375464,0.3934090909090909,0.44763382899628246,0.6916666666666667,0.0005318384697287309
2017-02-04,0.0011,274.54999999999995,273.45,276.75,0.9007142857142857,-78.23454211,0.3461710037174721,0.4104545454545455,0.4523197026022304,0.7,0.0004466023941058398
2017-02-05,0.0,274.34999999999997,273.15,275.15,0.9071428571428573,-72.45468272,0.3492936802973977,0.4275,0.4570055762081784,0.7083333333333334,0.0004571816562107447
2017-02-06,0.0,271.54999999999995,270.25,273.25,0.9064285714285714,-64.91693862,0.3524163568773234,0.4445454545454546,0.46169144981412635,0.7166666666666667,0.0003951321177200914
2017-02-07,0.0,271.25,269.95,271.75,0.8957142857142857,-64.91693862,0.355539033457249,0.4615909090909091,0.4663773234200743,0.725,0.0004095805271222508
2017-02-08,0.0,268.54999999999995,267.45,270.04999999999995,0.8771428571428571,-64.91693862,0.3586617100371747,0.4786363636363637,0.4710631970260223,0.7333333333333334,0.00037802194097997745
2017-02-09,0.0,268.54999999999995,266.95,271.75,0.8657142857142857,-64.91693862,0.3617843866171003,0.4956818181818182,0.47574907063197014,0.7416666666666667,0.0004143649669721207
2017-02-10,0.0,269.84999999999997,266.95,273.75,0.8678571428571429,-64.91693862,0.364907063197026,0.5127272727272728,0.48043494423791816,0.75,0.0005256648023040229
2017-02-11,0.0,270.15,268.15,271.45,0.8585714285714287,-64.91693862,0.3321189591078066,0.4663636363636364,0.43935827137546457,0.6895833333333333,0.0005596125922290714
2017-02-12,0.0,270.25,268.45,271.45,0.8528571428571429,-64.91693862,0.2993308550185873,0.42,0.3982815985130111,0.6291666666666667,0.0005331022636276707
2017-02-13,0.0,269.34999999999997,265.15,275.34999999999997,0.8492857142857143,-64.91693862,0.2665427509293679,0.3736363636363637,0.3572049256505575,0.56875,0.0005676699187678955
2017-02-14,0.0,270.54999999999995,265.15,277.54999999999995,0.8392857142857143,-64.91693862,0.2337546468401486,0.3272727272727273,0.31612825278810397,0.5083333333333333,0.0006825682241749005
2017-02-15,0.0,277.65,272.54999999999995,285.25,0.812142857142857,-64.91693862,0.2009665427509293,0.2809090909090909,0.27505157992565044,0.4479166666666666,0.0009994084607648065
2017-02-16,0.0044,278.04999999999995,271.54999999999995,285.25,0.7978571428571429,-64.91693862,0.1681784386617099,0.2345454545454546,0.2339749070631969,0.3874999999999999,0.0012023373743110144
2017-02-17,0.0016,277.54999999999995,275.65,278.84999999999997,0.7978571428571429,-43.83295457,0.1353903345724906,0.1881818181818182,0.1928982342007434,0.3270833333333333,0.0009642885771168814
2017-02-18,0.0,276.25,275.34999999999997,276.95,0.7964285714285714,-54.01043251,0.1026022304832713,0.1418181818181818,0.1518215613382899,0.2666666666666666,0.0007383082476122986
2017-02-19,0.0,276.95,273.45,279.34999999999997,0.785,-46.78466939,0.1284758364312267,0.1827272727272727,0.18805808550185865,0.3270833333333333,0.0012359125447696333
2017-02-20,0.0044,279.54999999999995,277.25,281.84999999999997,0.7828571428571429,-52.46151745,0.154349442379182,0.2236363636363636,0.22429460966542736,0.3874999999999999,0.0014070943019037032
2017-02-21,0.0029,280.25,277.04999999999995,282.15,0.7842857142857143,-47.97708331,0.1802230483271374,0.2645454545454546,0.2605311338289962,0.4479166666666666,0.0016057750233175788
2017-02-22,0.0108,279.84999999999997,276.04999999999995,283.84999999999997,0.795,-49.94812592,0.2060966542750928,0.3054545454545455,0.29676765799256494,0.5083333333333333,0.001541947480182414
2017-02-23,0.0087,279.84999999999997,277.45,281.75,0.805,-44.15347713,0.2319702602230482,0.3463636363636364,0.3330041821561337,0.56875,0.001375498149233563
2017-02-24,0.0012,276.15,272.95,280.65,0.8064285714285714,-62.1914832,0.2578438661710036,0.3872727272727273,0.3692407063197025,0.6291666666666667,0.0011344475917970344
2017-02-25,0.0,276.25,272.84999999999997,279.25,0.8164285714285714,-69.52446146,0.283717472118959,0.4281818181818182,0.4054772304832713,0.6895833333333333,0.0011753782755979918
2017-02-26,0.0001,281.04999999999995,278.84999999999997,283.15,0.8107142857142857,-25.90621049,0.3095910780669144,0.4690909090909091,0.44171375464684004,0.75,0.0014165060856551905
2017-02-27,0.0,282.34999999999997,279.65,286.04999999999995,0.7992857142857143,-43.6743817,0.3016728624535315,0.4629545454545455,0.424296003717472,0.7104166666666667,0.0014331493772798156
2017-02-28,0.0001,280.95,278.04999999999995,283.15,0.7885714285714286,-43.6743817,0.2937546468401486,0.4568181818181818,0.406878252788104,0.6708333333333333,0.0015431485169218448
2017-03-01,0.0027,277.25,274.84999999999997,280.75,0.8114285714285714,-68.43384972,0.2858364312267658,0.4506818181818182,0.38946050185873604,0.63125,0.0011082563373256017
2017-03-02,0.0012,278.15,275.75,282.04999999999995,0.8221428571428571,-65.55125882,0.2779182156133828,0.4445454545454546,0.37204275092936795,0.5916666666666667,0.0011578903575306262
2017-03-03,0.0,279.45,274.65,284.34999999999997,0.8007142857142857,-53.32926291,0.2699999999999999,0.4384090909090909,0.35462499999999986,0.5520833333333333,0.0015582725016464445
2017-03-04,0.0,282.95,277.04999999999995,290.04999999999995,0.775,-53.32926291,0.2620817843866171,0.4322727272727273,0.33720724907063193,0.5125,0.0019290363398315061
2017-03-05,0.0,282.25,280.04999999999995,284.75,0.7642857142857143,-31.44629215,0.2541635687732342,0.4261363636363636,0.3197894981412639,0.4729166666666666,0.001655451559238873
2017-03-06,0.0040999999999999995,278.75,276.65,281.34999999999997,0.7607142857142857,-57.72443332,0.2462453531598513,0.42,0.30237174721189586,0.4333333333333333,0.0012005836615183805
2017-03-07,0.0002,275.95,274.45,278.15,0.7628571428571429,-58.996768,0.2656505576208178,0.4356818181818182,0.3247053903345724,0.4624999999999999,0.0010422405070967737
2017-03-08,0.0038,278.45,275.15,282.75,0.755,-55.40556246,0.2850557620817844,0.4513636363636364,0.34703903345724907,0.4916666666666666,0.0014835661520201675
